Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD3742,18,Male,Undergraduate,Science,No,4,1,Yes,Biology,Intermediate,4,No,1,Medium,No,Positive,No,Oceania,Yes
STUD3782,18,Female,Postgraduate,Science,Yes,0,3,Yes,Computer Science,Intermediate,3,No,4,Low,Yes,Positive,No,Oceania,Yes
STUD3858,18,Female,High School,Medicine,No,0,3,No,Economics,Intermediate,4,Yes,5,High,Yes,Positive,No,Africa,No
STUD3873,18,Prefer not to say,Postgraduate,Medicine,No,0,2,No,Economics,Beginner,2,No,2,Medium,No,Neutral,No,Europe,No
STUD3883,18,Prefer not to say,Undergraduate,Business,Yes,1,4,Yes,Math,Beginner,2,Yes,2,High,Yes,Neutral,No,Africa,No
STUD3886,18,Female,Postgraduate,Science,No,4,5,No,Biology,Advanced,5,No,3,Medium,Yes,Negative,No,Europe,Yes
STUD3888,18,Female,High School,Arts,No,2,2,Yes,Math,Beginner,5,Yes,1,Medium,No,Positive,No,South America,Yes
STUD3891,18,Prefer not to say,Postgraduate,Law,Yes,7,1,Yes,Biology,Beginner,2,Yes,2,High,Yes,Positive,No,North America,No
STUD3972,18,Female,Undergraduate,Business,Yes,8,5,No,Art,Intermediate,1,No,5,High,No,Neutral,Yes,South America,Yes
STUD4059,18,Male,High School,Medicine,Yes,0,4,No,Math,Beginner,1,No,4,Low,No,Positive,Yes,North America,No
STUD4090,18,Prefer not to say,High School,Law,Yes,3,2,No,Art,Intermediate,3,Yes,4,Medium,Yes,Positive,No,North America,No
STUD4116,18,Male,Undergraduate,Education,No,8,2,Yes,Computer Science,Beginner,2,Yes,2,High,No,Negative,Yes,North America,No
STUD4130,18,Non-binary,Undergraduate,Law,No,3,4,No,Economics,Advanced,5,No,2,High,No,Negative,Yes,Africa,No
STUD4160,18,Prefer not to say,Undergraduate,Business,Yes,9,2,No,Economics,Advanced,5,No,1,High,Yes,Positive,Yes,Europe,No
STUD4167,18,Male,Postgraduate,Business,No,9,1,Yes,Computer Science,Beginner,5,No,4,Medium,Yes,Negative,No,Asia,No
STUD4231,18,Female,Postgraduate,Science,No,6,2,Yes,History,Intermediate,2,Yes,5,High,Yes,Neutral,Yes,South America,No
STUD4261,18,Female,High School,Arts,Yes,10,3,Yes,Physics,Beginner,3,Yes,1,Medium,No,Negative,No,Oceania,Yes
STUD4268,18,Female,High School,Law,No,10,2,Yes,Computer Science,Advanced,2,No,4,Low,No,Negative,No,Africa,No
STUD4272,18,Non-binary,Undergraduate,Medicine,No,4,2,Yes,Physics,Advanced,4,No,1,High,No,Negative,No,Oceania,Yes
STUD4283,18,Male,High School,Medicine,Yes,0,4,No,Physics,Advanced,3,No,3,High,Yes,Negative,Yes,Asia,No
STUD4284,18,Female,Postgraduate,Education,No,7,3,Yes,Computer Science,Intermediate,5,No,3,Medium,Yes,Neutral,Yes,Europe,Yes
STUD4306,18,Non-binary,Postgraduate,Business,No,9,2,Yes,Math,Beginner,4,No,4,Medium,Yes,Positive,No,Africa,No
STUD4331,18,Female,High School,Arts,No,2,2,No,Computer Science,Advanced,3,No,1,Low,No,Positive,No,South America,No
STUD4332,18,Male,High School,Science,No,6,4,Yes,Economics,Beginner,1,No,3,High,No,Neutral,No,Asia,Yes
STUD4365,18,Prefer not to say,Postgraduate,Medicine,No,0,1,Yes,Art,Beginner,4,Yes,2,Low,No,Negative,Yes,Asia,Yes
STUD4367,18,Prefer not to say,Undergraduate,Science,No,5,4,Yes,Physics,Advanced,3,Yes,3,High,No,Positive,No,South America,Yes
STUD4409,18,Prefer not to say,Postgraduate,Engineering,No,9,4,No,Economics,Beginner,3,Yes,4,Low,Yes,Positive,Yes,Oceania,No
STUD4411,18,Male,Undergraduate,Medicine,No,2,3,Yes,Art,Advanced,3,No,3,High,No,Negative,Yes,South America,No
STUD4414,18,Male,Postgraduate,Engineering,Yes,3,2,No,Math,Beginner,3,Yes,3,High,Yes,Positive,Yes,Europe,Yes
STUD4428,18,Male,High School,Arts,No,6,4,No,Art,Intermediate,4,No,3,Low,No,Neutral,No,Asia,Yes
STUD4447,18,Female,Undergraduate,Business,No,3,2,No,Economics,Beginner,3,Yes,1,Medium,Yes,Negative,Yes,Africa,Yes
STUD4456,18,Non-binary,Postgraduate,Medicine,Yes,4,5,No,Computer Science,Beginner,2,No,1,Medium,Yes,Negative,No,Asia,No
STUD4484,18,Male,Undergraduate,Science,No,4,2,No,Economics,Intermediate,3,No,4,Low,No,Positive,Yes,Asia,Yes
STUD4519,18,Female,High School,Engineering,Yes,5,1,Yes,Economics,Beginner,5,Yes,2,Low,No,Neutral,Yes,Asia,Yes
STUD4555,18,Female,High School,Arts,Yes,1,5,Yes,History,Beginner,2,No,1,High,Yes,Negative,No,North America,Yes
STUD4570,18,Female,Undergraduate,Education,Yes,6,5,Yes,Math,Beginner,1,Yes,2,Low,No,Neutral,No,Europe,Yes
STUD4574,18,Prefer not to say,Undergraduate,Science,Yes,8,1,Yes,History,Beginner,3,No,1,Medium,Yes,Neutral,No,Asia,No
STUD4593,18,Prefer not to say,High School,Education,Yes,2,1,No,Physics,Beginner,2,Yes,3,Medium,Yes,Negative,No,Europe,Yes
STUD4611,18,Male,High School,Business,No,1,2,Yes,Economics,Advanced,1,Yes,3,High,Yes,Negative,Yes,North America,No
STUD4617,18,Male,Undergraduate,Medicine,Yes,10,2,Yes,Economics,Intermediate,4,Yes,5,Medium,No,Positive,No,South America,Yes
STUD4637,18,Prefer not to say,High School,Arts,No,0,5,Yes,Computer Science,Intermediate,2,Yes,5,Low,No,Negative,Yes,Europe,Yes
STUD4643,18,Male,High School,Law,No,2,3,Yes,Physics,Intermediate,5,Yes,1,Low,No,Positive,No,Europe,Yes
STUD4666,18,Non-binary,Postgraduate,Science,No,4,1,Yes,Economics,Beginner,2,Yes,3,Medium,Yes,Negative,No,Africa,No
STUD4667,18,Male,High School,Business,No,2,2,Yes,Computer Science,Intermediate,3,No,2,Low,No,Negative,No,Europe,Yes
STUD4672,18,Prefer not to say,Undergraduate,Medicine,No,9,4,No,Art,Beginner,2,No,5,High,No,Negative,Yes,North America,Yes
STUD4675,18,Non-binary,Postgraduate,Arts,Yes,2,3,No,Math,Beginner,1,Yes,3,Low,Yes,Neutral,Yes,North America,Yes
STUD4689,18,Non-binary,Undergraduate,Law,No,0,2,No,Physics,Intermediate,5,Yes,5,Medium,No,Positive,Yes,North America,No
STUD4691,18,Male,High School,Engineering,Yes,0,2,No,Biology,Intermediate,4,No,3,High,Yes,Neutral,Yes,North America,Yes
STUD4720,18,Non-binary,Postgraduate,Engineering,Yes,10,4,No,History,Intermediate,4,Yes,5,Low,No,Positive,Yes,South America,No
STUD4759,18,Female,High School,Education,No,2,5,No,History,Intermediate,1,No,1,High,No,Neutral,Yes,Europe,No
STUD4763,18,Female,Undergraduate,Education,Yes,3,1,Yes,History,Beginner,3,No,5,High,No,Neutral,Yes,Europe,No
STUD4773,18,Male,High School,Law,No,0,1,No,History,Intermediate,1,Yes,5,High,Yes,Positive,Yes,Oceania,Yes
STUD4807,18,Non-binary,Postgraduate,Medicine,Yes,10,5,Yes,Art,Beginner,5,No,1,Medium,Yes,Negative,Yes,South America,Yes
STUD4889,18,Female,Undergraduate,Medicine,No,6,4,No,Art,Advanced,1,No,3,High,Yes,Positive,No,Europe,Yes
STUD4975,18,Female,Postgraduate,Business,Yes,9,3,No,Economics,Advanced,5,Yes,3,High,Yes,Positive,Yes,North America,Yes
STUD4996,18,Male,Undergraduate,Engineering,No,10,4,No,Biology,Advanced,1,Yes,1,High,Yes,Neutral,Yes,Asia,No
STUD0007,19,Male,Undergraduate,Business,Yes,9,4,Yes,History,Intermediate,4,Yes,5,Medium,Yes,Neutral,No,North America,Yes
STUD0008,19,Male,High School,Education,No,1,5,No,Physics,Beginner,5,Yes,2,Low,No,Neutral,Yes,Oceania,No
STUD0048,19,Male,Postgraduate,Science,Yes,10,4,Yes,Math,Intermediate,1,No,4,Medium,No,Neutral,No,Asia,No
STUD0066,19,Male,High School,Law,Yes,5,1,No,Biology,Beginner,3,Yes,1,High,No,Negative,No,South America,Yes
STUD0075,19,Female,Postgraduate,Business,No,9,2,No,Computer Science,Beginner,5,No,1,Medium,No,Neutral,No,Africa,No
STUD0139,19,Non-binary,Undergraduate,Engineering,Yes,4,5,No,Biology,Intermediate,1,Yes,5,High,No,Neutral,No,Europe,No
STUD0193,19,Male,Undergraduate,Arts,No,6,1,No,Physics,Intermediate,5,Yes,4,Low,No,Neutral,Yes,South America,No
STUD0299,19,Non-binary,Undergraduate,Science,Yes,5,3,Yes,Art,Advanced,3,Yes,3,Medium,No,Neutral,Yes,South America,No
STUD0301,19,Male,Undergraduate,Education,No,8,3,No,Computer Science,Intermediate,4,Yes,2,Low,No,Negative,No,North America,No
STUD0332,19,Non-binary,Undergraduate,Engineering,No,10,1,Yes,Physics,Advanced,1,No,2,Low,No,Negative,No,Europe,No
STUD0333,19,Male,Undergraduate,Business,No,10,2,No,History,Intermediate,5,Yes,5,High,Yes,Negative,Yes,South America,Yes
STUD0411,19,Male,Postgraduate,Business,Yes,9,2,No,Physics,Beginner,2,Yes,1,Medium,No,Positive,No,Asia,No
STUD0433,19,Non-binary,Postgraduate,Education,Yes,6,5,Yes,Art,Advanced,5,No,5,High,No,Neutral,No,South America,No
STUD0447,19,Non-binary,Postgraduate,Arts,No,5,4,Yes,Economics,Advanced,5,Yes,2,Low,Yes,Neutral,No,Europe,Yes
STUD0452,19,Male,Postgraduate,Science,No,5,1,Yes,Computer Science,Beginner,1,No,4,Medium,Yes,Positive,No,South America,No
STUD0458,19,Non-binary,Undergraduate,Engineering,Yes,6,2,No,History,Beginner,3,Yes,2,Low,Yes,Neutral,Yes,Asia,No
STUD0466,19,Prefer not to say,Undergraduate,Science,Yes,3,5,Yes,Math,Beginner,2,Yes,3,High,No,Neutral,Yes,Africa,No
STUD0475,19,Male,Undergraduate,Law,Yes,3,2,Yes,Physics,Intermediate,3,Yes,1,Low,Yes,Neutral,Yes,Africa,Yes
STUD0480,19,Female,Postgraduate,Engineering,Yes,7,1,Yes,Computer Science,Beginner,1,Yes,2,High,No,Negative,Yes,North America,Yes
STUD0499,19,Non-binary,High School,Arts,No,2,2,No,Math,Advanced,3,Yes,1,High,No,Negative,Yes,South America,Yes
STUD0519,19,Prefer not to say,Postgraduate,Arts,Yes,10,3,No,History,Intermediate,1,Yes,2,Medium,No,Negative,Yes,Oceania,Yes
STUD0546,19,Non-binary,Undergraduate,Science,Yes,3,2,Yes,Economics,Intermediate,1,Yes,2,High,Yes,Neutral,No,Europe,Yes
STUD0548,19,Non-binary,High School,Medicine,No,9,5,Yes,Economics,Intermediate,4,Yes,5,High,No,Positive,Yes,Africa,No
STUD0566,19,Non-binary,Undergraduate,Science,No,5,1,Yes,History,Beginner,5,No,1,High,Yes,Positive,No,North America,Yes
STUD0571,19,Female,Postgraduate,Arts,No,2,5,Yes,Art,Advanced,3,Yes,3,Medium,No,Positive,Yes,South America,Yes
STUD0573,19,Male,Postgraduate,Medicine,Yes,1,4,No,History,Advanced,5,Yes,4,Medium,Yes,Negative,No,Asia,Yes
STUD0583,19,Female,High School,Science,No,0,4,No,Math,Advanced,1,Yes,5,High,No,Neutral,Yes,Oceania,No
STUD0586,19,Prefer not to say,Undergraduate,Engineering,No,7,1,No,Math,Beginner,1,Yes,4,High,Yes,Neutral,Yes,Asia,No
STUD0630,19,Non-binary,High School,Arts,Yes,5,1,Yes,Physics,Beginner,4,Yes,2,High,No,Negative,Yes,Oceania,Yes
STUD0636,19,Female,Postgraduate,Business,No,1,2,Yes,Math,Beginner,1,No,2,Low,No,Positive,Yes,South America,No
STUD0651,19,Prefer not to say,High School,Medicine,No,3,4,No,History,Advanced,3,No,4,Medium,No,Positive,Yes,Africa,Yes
STUD0657,19,Male,High School,Arts,Yes,8,4,No,Biology,Advanced,4,No,3,Medium,No,Positive,Yes,South America,No
STUD0665,19,Prefer not to say,Postgraduate,Engineering,No,3,4,Yes,Physics,Intermediate,2,Yes,5,Medium,Yes,Positive,No,North America,No
STUD0668,19,Prefer not to say,High School,Education,No,7,5,Yes,Art,Intermediate,3,Yes,5,High,Yes,Negative,Yes,Africa,No
STUD0701,19,Prefer not to say,Undergraduate,Arts,No,4,5,Yes,Biology,Beginner,5,No,3,Low,Yes,Positive,No,Africa,Yes
STUD0710,19,Male,Postgraduate,Medicine,Yes,3,2,Yes,Math,Intermediate,1,Yes,2,High,Yes,Negative,Yes,South America,No
STUD0718,19,Prefer not to say,Postgraduate,Medicine,No,9,1,No,History,Advanced,1,No,4,Low,Yes,Positive,Yes,Asia,No
STUD0727,19,Non-binary,High School,Law,No,5,4,No,Economics,Beginner,3,Yes,2,Low,Yes,Positive,Yes,South America,Yes
STUD0737,19,Non-binary,High School,Medicine,Yes,10,1,No,Computer Science,Intermediate,5,No,4,High,Yes,Positive,Yes,Europe,No
STUD0748,19,Non-binary,Postgraduate,Education,Yes,10,3,No,Math,Advanced,5,Yes,1,Medium,Yes,Positive,Yes,Asia,Yes
STUD0754,19,Non-binary,Postgraduate,Business,Yes,10,3,No,Computer Science,Advanced,1,No,3,Medium,Yes,Positive,No,Africa,Yes
STUD0768,19,Male,High School,Education,Yes,7,1,Yes,Economics,Beginner,4,Yes,5,Medium,No,Positive,No,Asia,No
STUD0787,19,Prefer not to say,Postgraduate,Science,No,7,1,No,Art,Intermediate,4,Yes,4,Low,No,Neutral,Yes,South America,No
STUD0857,19,Male,Postgraduate,Education,Yes,8,3,Yes,Computer Science,Advanced,1,No,3,High,Yes,Negative,No,Asia,No
STUD0912,19,Male,Undergraduate,Business,Yes,9,5,No,Biology,Intermediate,2,Yes,5,High,Yes,Positive,Yes,North America,No
STUD0918,19,Non-binary,High School,Education,Yes,4,2,Yes,History,Advanced,1,No,3,Medium,Yes,Neutral,No,Africa,No
STUD0921,19,Prefer not to say,Undergraduate,Arts,No,9,2,No,History,Beginner,1,No,5,High,Yes,Positive,Yes,North America,No
STUD0928,19,Female,Postgraduate,Medicine,Yes,6,1,Yes,Physics,Beginner,2,Yes,1,Low,Yes,Negative,Yes,South America,Yes
STUD0945,19,Non-binary,Postgraduate,Business,No,4,2,Yes,Art,Intermediate,4,No,5,Low,No,Negative,No,Africa,Yes
STUD0956,19,Prefer not to say,Postgraduate,Business,Yes,3,4,Yes,Biology,Intermediate,5,Yes,3,Medium,No,Neutral,Yes,South America,No
STUD0959,19,Prefer not to say,Postgraduate,Medicine,Yes,6,2,Yes,Math,Beginner,3,No,3,Low,No,Positive,No,Oceania,Yes
STUD0962,19,Female,Postgraduate,Engineering,No,0,1,No,Biology,Intermediate,4,No,4,High,No,Negative,No,Africa,No
STUD0995,19,Female,Postgraduate,Science,No,7,3,Yes,Economics,Intermediate,2,Yes,1,Low,No,Neutral,Yes,Oceania,Yes
STUD0998,19,Female,Postgraduate,Law,No,5,4,No,Physics,Advanced,4,Yes,4,Medium,Yes,Neutral,No,Asia,No
STUD1019,19,Male,Postgraduate,Law,Yes,7,2,Yes,Math,Beginner,3,No,2,Low,Yes,Neutral,No,Europe,Yes
STUD1030,19,Non-binary,High School,Education,No,3,4,Yes,Art,Intermediate,2,No,1,Low,Yes,Negative,No,Africa,Yes
STUD1035,19,Prefer not to say,Undergraduate,Business,Yes,4,5,No,Biology,Beginner,5,No,3,Low,Yes,Neutral,No,Asia,Yes
STUD1045,19,Female,Undergraduate,Arts,Yes,9,2,Yes,Art,Beginner,4,Yes,5,Low,Yes,Negative,Yes,Africa,Yes
STUD1053,19,Female,Undergraduate,Medicine,No,5,5,No,Economics,Intermediate,5,No,1,Low,No,Positive,No,Africa,Yes
STUD1070,19,Non-binary,Undergraduate,Arts,Yes,5,2,Yes,Computer Science,Intermediate,3,Yes,5,Low,Yes,Negative,No,Africa,Yes
STUD1076,19,Male,Undergraduate,Education,No,10,4,No,Math,Beginner,4,Yes,2,High,No,Positive,No,Europe,Yes
STUD1104,19,Non-binary,High School,Arts,No,9,5,Yes,Art,Intermediate,1,Yes,3,High,Yes,Negative,No,North America,No
STUD1120,19,Prefer not to say,Undergraduate,Medicine,No,9,5,No,Math,Intermediate,3,No,3,Medium,Yes,Positive,No,Oceania,Yes
STUD1132,19,Female,Postgraduate,Science,No,4,2,Yes,Math,Beginner,3,Yes,1,Medium,No,Neutral,Yes,Asia,Yes
STUD1150,19,Male,Undergraduate,Business,Yes,2,4,Yes,Biology,Beginner,5,No,1,Medium,Yes,Neutral,Yes,Africa,No
STUD1189,19,Non-binary,Undergraduate,Engineering,No,5,3,No,Math,Beginner,1,Yes,4,High,Yes,Neutral,Yes,Oceania,Yes
STUD1199,19,Female,Undergraduate,Engineering,No,0,5,No,Physics,Beginner,1,Yes,4,High,No,Neutral,No,North America,No
STUD1278,19,Male,Postgraduate,Education,Yes,2,1,Yes,Math,Intermediate,4,Yes,4,High,No,Negative,Yes,Europe,No
STUD1281,19,Prefer not to say,High School,Business,Yes,3,3,No,Art,Beginner,5,Yes,4,High,Yes,Neutral,Yes,Europe,Yes
STUD1326,19,Male,Undergraduate,Science,No,0,4,No,Art,Beginner,3,No,1,Medium,No,Negative,Yes,South America,No
STUD1334,19,Female,High School,Arts,Yes,4,3,Yes,Physics,Intermediate,4,Yes,5,High,Yes,Negative,No,Europe,Yes
STUD1362,19,Prefer not to say,High School,Arts,Yes,6,2,Yes,Computer Science,Beginner,5,No,5,Low,No,Neutral,No,Oceania,Yes
STUD1371,19,Female,Postgraduate,Medicine,Yes,4,1,Yes,Computer Science,Intermediate,1,No,3,High,No,Positive,Yes,Asia,No
STUD1372,19,Non-binary,Undergraduate,Medicine,Yes,4,2,Yes,Physics,Beginner,5,No,1,High,No,Positive,Yes,Asia,Yes
STUD1374,19,Prefer not to say,Undergraduate,Education,Yes,10,1,No,Art,Advanced,1,Yes,2,Low,No,Neutral,No,Asia,Yes
STUD1378,19,Male,Postgraduate,Science,Yes,9,5,No,History,Advanced,2,No,1,High,No,Positive,No,Africa,Yes
STUD1420,19,Male,Postgraduate,Education,Yes,9,3,No,History,Intermediate,5,Yes,1,Low,No,Negative,Yes,South America,Yes
STUD1440,19,Prefer not to say,Postgraduate,Medicine,Yes,5,4,No,Physics,Beginner,3,Yes,2,High,No,Negative,Yes,South America,No
STUD1447,19,Female,Undergraduate,Law,Yes,4,3,No,Art,Beginner,5,No,4,High,No,Positive,No,Oceania,Yes
STUD1450,19,Prefer not to say,Postgraduate,Engineering,No,9,2,Yes,Biology,Intermediate,2,Yes,2,High,Yes,Negative,Yes,Europe,Yes
STUD1464,19,Male,Undergraduate,Law,Yes,9,5,Yes,Biology,Beginner,2,No,5,Low,Yes,Neutral,Yes,Asia,Yes
STUD1470,19,Non-binary,High School,Arts,Yes,8,2,No,Physics,Beginner,5,No,4,Medium,No,Negative,No,Asia,No
STUD1471,19,Prefer not to say,Undergraduate,Medicine,Yes,7,5,Yes,History,Intermediate,1,No,4,Low,No,Positive,No,South America,Yes
STUD1472,19,Male,High School,Law,Yes,2,3,Yes,History,Intermediate,4,No,4,Medium,No,Positive,Yes,Asia,Yes
STUD1512,19,Prefer not to say,Postgraduate,Medicine,Yes,5,2,No,Economics,Beginner,4,No,3,Medium,No,Neutral,Yes,Oceania,No
STUD1528,19,Male,Undergraduate,Arts,Yes,1,4,Yes,Biology,Intermediate,5,No,2,High,Yes,Neutral,Yes,Oceania,Yes
STUD1534,19,Prefer not to say,Postgraduate,Business,Yes,2,5,No,Biology,Beginner,1,Yes,1,Low,Yes,Positive,No,South America,No
STUD1545,19,Male,High School,Medicine,Yes,3,3,No,Math,Beginner,4,No,2,Low,Yes,Negative,No,Europe,No
STUD1571,19,Prefer not to say,Postgraduate,Arts,No,3,3,Yes,Art,Advanced,4,No,3,Medium,Yes,Neutral,Yes,Asia,Yes
STUD1583,19,Male,Undergraduate,Education,No,5,1,No,History,Beginner,5,No,1,Low,No,Negative,No,Africa,Yes
STUD1606,19,Male,Undergraduate,Medicine,Yes,0,4,No,Biology,Beginner,2,Yes,2,High,Yes,Negative,Yes,North America,Yes
STUD1632,19,Non-binary,Postgraduate,Law,Yes,6,5,Yes,Economics,Intermediate,1,No,3,High,No,Neutral,No,South America,No
STUD1678,19,Prefer not to say,Undergraduate,Engineering,No,8,4,Yes,Economics,Intermediate,2,Yes,1,High,No,Neutral,No,Africa,Yes
STUD1681,19,Male,Postgraduate,Arts,No,9,3,No,Biology,Advanced,4,Yes,5,Low,Yes,Neutral,Yes,Oceania,No
STUD1695,19,Female,Postgraduate,Medicine,No,7,3,Yes,Math,Advanced,5,Yes,4,Medium,No,Negative,Yes,Europe,No
STUD1707,19,Prefer not to say,Undergraduate,Law,Yes,1,3,Yes,Math,Beginner,2,Yes,1,Low,No,Negative,No,South America,Yes
STUD1749,19,Prefer not to say,Undergraduate,Education,No,9,5,No,Computer Science,Beginner,4,No,2,High,No,Positive,Yes,Europe,Yes
STUD1773,19,Non-binary,High School,Law,Yes,0,4,Yes,Computer Science,Beginner,4,Yes,4,Low,No,Neutral,Yes,Oceania,No
STUD1779,19,Prefer not to say,High School,Education,Yes,7,2,No,History,Intermediate,2,No,5,Medium,Yes,Positive,No,Africa,Yes
STUD1790,19,Male,Postgraduate,Science,No,8,1,No,Math,Advanced,5,No,3,High,Yes,Positive,Yes,South America,Yes
STUD1798,19,Female,Undergraduate,Engineering,Yes,1,4,Yes,Math,Intermediate,2,Yes,1,Medium,Yes,Positive,No,Africa,No
STUD1824,19,Prefer not to say,Postgraduate,Science,Yes,6,4,Yes,Economics,Intermediate,1,No,1,Low,Yes,Positive,No,Europe,Yes
STUD1852,19,Female,Undergraduate,Science,No,2,3,No,Biology,Advanced,5,Yes,5,Medium,No,Neutral,Yes,Oceania,No
STUD1858,19,Male,High School,Medicine,Yes,6,4,No,Biology,Advanced,4,Yes,3,High,No,Neutral,Yes,Oceania,No
STUD1859,19,Female,Undergraduate,Medicine,No,2,3,No,History,Intermediate,1,Yes,3,Medium,No,Positive,No,South America,No
STUD1892,19,Female,Undergraduate,Science,No,0,2,No,Physics,Intermediate,1,No,5,Medium,Yes,Positive,No,Asia,No
STUD1913,19,Male,High School,Arts,Yes,2,5,Yes,History,Beginner,1,Yes,1,High,No,Negative,No,South America,No
STUD1927,19,Female,Postgraduate,Engineering,Yes,2,5,Yes,Economics,Intermediate,4,Yes,5,Low,Yes,Positive,Yes,Africa,No
STUD1930,19,Female,High School,Engineering,No,1,1,No,Art,Advanced,2,No,4,High,No,Neutral,Yes,Asia,No
STUD1936,19,Non-binary,Undergraduate,Education,No,9,4,Yes,Physics,Beginner,2,No,5,Medium,No,Neutral,No,Asia,No
STUD1991,19,Non-binary,Postgraduate,Science,No,4,1,No,History,Intermediate,3,No,1,Low,No,Positive,No,Africa,Yes
STUD1993,19,Female,Undergraduate,Law,No,7,1,Yes,Physics,Intermediate,1,No,1,Medium,No,Negative,No,Europe,Yes
STUD2014,19,Non-binary,Undergraduate,Science,No,3,5,No,History,Advanced,2,Yes,1,Low,Yes,Positive,No,North America,No
STUD2020,19,Male,Undergraduate,Business,No,6,1,No,Computer Science,Beginner,2,Yes,2,High,Yes,Neutral,Yes,North America,No
STUD2029,19,Non-binary,Postgraduate,Medicine,Yes,1,2,No,History,Beginner,3,Yes,1,High,Yes,Neutral,Yes,North America,No
STUD2043,19,Non-binary,Postgraduate,Medicine,Yes,6,4,No,Math,Intermediate,2,Yes,1,Medium,No,Negative,Yes,North America,Yes
STUD2045,19,Prefer not to say,Postgraduate,Arts,No,9,5,No,Computer Science,Intermediate,4,Yes,2,High,No,Negative,Yes,North America,No
STUD2046,19,Non-binary,High School,Medicine,No,0,4,Yes,Art,Advanced,5,Yes,5,Medium,Yes,Neutral,No,South America,No
STUD2052,19,Male,High School,Arts,Yes,4,5,No,Biology,Beginner,2,Yes,4,Medium,Yes,Negative,No,Asia,No
STUD2055,19,Prefer not to say,Postgraduate,Business,Yes,9,3,No,History,Beginner,2,Yes,5,High,No,Positive,No,South America,No
STUD2082,19,Prefer not to say,Postgraduate,Science,No,10,2,No,Economics,Beginner,1,No,5,High,Yes,Negative,Yes,North America,Yes
STUD2083,19,Female,Postgraduate,Medicine,No,0,4,Yes,Computer Science,Advanced,1,Yes,5,Medium,No,Positive,No,North America,Yes
STUD2091,19,Prefer not to say,High School,Business,Yes,2,5,No,History,Beginner,2,No,5,Medium,No,Negative,No,Africa,Yes
STUD2101,19,Female,High School,Business,Yes,4,5,No,Economics,Beginner,5,No,5,Low,Yes,Negative,Yes,Oceania,No
STUD2114,19,Non-binary,Undergraduate,Arts,No,1,3,Yes,Computer Science,Intermediate,3,Yes,2,Medium,No,Positive,No,South America,Yes
STUD2129,19,Prefer not to say,High School,Business,Yes,5,4,No,Math,Intermediate,1,No,1,High,No,Negative,Yes,South America,No
STUD2184,19,Male,High School,Arts,Yes,7,2,No,Math,Beginner,3,No,3,Low,Yes,Neutral,No,Asia,Yes
STUD2217,19,Male,Postgraduate,Business,No,8,3,Yes,Math,Advanced,2,No,4,Low,No,Positive,Yes,South America,No
STUD2223,19,Male,Postgraduate,Education,Yes,8,3,No,Computer Science,Intermediate,5,No,4,High,Yes,Positive,No,Africa,No
STUD2293,19,Non-binary,Postgraduate,Business,No,10,5,No,Physics,Beginner,2,No,3,Low,Yes,Positive,Yes,Oceania,Yes
STUD2307,19,Female,Undergraduate,Education,No,8,1,Yes,Math,Beginner,2,No,4,Medium,No,Negative,No,Oceania,Yes
STUD2310,19,Prefer not to say,Postgraduate,Education,No,0,5,No,Art,Intermediate,5,No,5,Low,No,Neutral,No,North America,No
STUD2317,19,Non-binary,High School,Business,No,4,1,No,Math,Beginner,3,Yes,2,Low,No,Negative,Yes,South America,Yes
STUD2357,19,Female,Postgraduate,Law,No,4,1,No,Computer Science,Advanced,2,Yes,1,High,Yes,Negative,No,Europe,No
STUD2369,19,Male,Undergraduate,Business,No,10,1,Yes,Art,Beginner,5,No,2,Low,Yes,Positive,Yes,Africa,No
